Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Nitric Oxide Stimulates Guanylate Cyclase	7/23	0.2122505296810766	0.9999963891873126	0	0	1.5907983290786725	2.465718254061876	GUCY1A2;GUCY1B2;PDE11A;PDE10A;NOS3;PDE1B;PDE2A
Peptide Hormone Metabolism	22/86	0.21692048259783855	0.9999963891873126	0	0	1.250436655798789	1.9109478483581703	PCSK2;BCHE;ENPEP;MME;MYRIP;IGF1;KLF4;PLA2G7;AGT;CRHR2;GZMH;DPP4;ACE2;GNAT3;ANPEP;KIF5B;GNB3;GHRL;EXOC5;INHA;CES1;SEC11C
G Alpha (Z) Signalling Events	13/48	0.22161123464009186	0.9999963891873126	0	0	1.3507984462667242	2.035424470494824	GNAZ;ADCY1;ADRA2C;ADRA2B;GNG11;GNAI1;ADRA2A;ADCY5;GNG2;GNAT3;GNG7;GNB3;PRKCQ
Neurexins and Neuroligins	15/57	0.23447917780114436	0.9999963891873126	0	0	1.298867373036171	1.8838622866714154	NLGN1;HOMER2;STXBP1;LIN7A;GRIN2B;GRM1;SYT7;BEGAIN;GRIN1;GRIN2A;EPB41L2;EPB41L3;APBA1;APBA2;SHANK2
Keratan Sulfate Keratin Metabolism	10/36	0.2353542560942405	0.9999963891873126	0	0	1.3985851584551074	2.0232819985518664	ACAN;OMD;B3GNT3;CHST1;KERA;B4GALT6;FMOD;GNS;ST3GAL1;GLB1L2
Metabolism of Steroid Hormones	10/36	0.2353542560942405	0.9999963891873126	0	0	1.3985851584551074	2.0232819985518664	HSD11B2;STARD4;STS;AKR1B15;HSD17B2;SRD5A3;HSD17B3;FDXR;CYP19A1;TSPOAP1
Activated NTRK3 Signals Through RAS	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	NTRK3;NTF3;SOS1
Biosynthesis of Maresins	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	CYP2D6;CYP2E1;CYP3A4
Defective CHST14 Causes EDS, Musculocontractural Type	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	BCAN;VCAN;BGN
Defective CHST3 Causes SEDCJD	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	BCAN;VCAN;BGN
Defective CHSY1 Causes TPBS	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	BCAN;VCAN;BGN
Fatty Acids Bound to GPR40 (FFAR1) Regulate Insulin Secretion	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	GNA14;GNA15;PLCB2
HDL Assembly	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	ABCA1;PRKACG;PRKACA
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs IMPs VICKZs) Bind RNA	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	H19;MYC;IGF2
Metabolism of Ingested SeMet, Sec, MeSec Into H2Se	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	NNMT;CBS;MAT1A
RUNX3 Regulates WNT Signaling	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	CCND1;MYC;RUNX3
RUNX3 Regulates YAP1-mediated Transcription	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	TEAD4;RUNX3;TEAD1
Signaling by RNF43 Mutants	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	RNF43;FZD4;WNT3A
Synthesis of Ketone Bodies	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	ACSS3;AACS;ACAT1
Synthesis of UDP-N-acetyl-glucosamine	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	AMDHD2;GFPT1;PGM3
TGFBR3 Regulates TGF-beta Signaling	3/8	0.23881175218142356	0.9999963891873126	0	0	2.1811731973104567	3.1236138257374146	TGFB2;ARRB1;TGFBR2
Thrombin Signalling Through Proteinase Activated Receptors (PARs)	9/32	0.2397702617097313	0.9999963891873126	0	0	1.422850566822463	2.031935981418265	GNA14;GNA15;GNG2;GNG7;GNA12;F2R;GNB3;ARRB1;GNG11
Transcriptional Regulation of Pluripotent Stem Cells	9/32	0.2397702617097313	0.9999963891873126	0	0	1.422850566822463	2.031935981418265	NR5A1;HHEX;SALL1;NR6A1;DPPA4;KLF4;EPHA1;FGF2;DKK1
Keratan Sulfate Biosynthesis	8/28	0.24391433484104313	0.9999963891873126	0	0	1.454410399257196	2.0520831937727224	ACAN;OMD;B3GNT3;CHST1;KERA;B4GALT6;FMOD;ST3GAL1
Peroxisomal Lipid Metabolism	8/28	0.24391433484104313	0.9999963891873126	0	0	1.454410399257196	2.0520831937727224	ALDH3A2;PECR;PHYH;ACOX1;EHHADH;ABCD1;SLC27A2;ACOT4
PLC Beta Mediated Events	13/49	0.245894842745435	0.9999963891873126	0	0	1.3131923464249748	1.8422135942127795	PDE1C;PDE1B;PLA2G4A;ADCY1;ADCY5;GNA14;GNA15;PRKAR2B;PRKACG;KPNA2;PRKACA;CALM1;PLCB2
Signaling by NOTCH3	13/49	0.245894842745435	0.9999963891873126	0	0	1.3131923464249748	1.8422135942127795	EGF;WWC1;MIB2;IKZF1;DLL4;KAT2B;NEURL1B;HEYL;KAT2A;NEURL1;RPS27A;MAMLD1;DLGAP5
Synthesis of Very Long-Chain Fatty acyl-CoAs	7/24	0.24755446016623547	0.9999963891873126	0	0	1.4971263975536837	2.0901751128586628	ACSL1;ELOVL5;ACSL6;HSD17B3;ACSL4;ELOVL6;HACD2
Thromboxane Signalling Through TP Receptor	7/24	0.24755446016623547	0.9999963891873126	0	0	1.4971263975536837	2.0901751128586628	GNA14;GNA15;GNG2;TBXA2R;GNG7;GNB3;GNG11
Activation of the TFAP2 (AP-2) Family of Transcription Factors	4/12	0.2489208320994016	0.9999963891873126	0	0	1.8177179962894248	2.527755684276373	TFAP2C;TFAP2E;CITED4;YEATS4
Killing Mechanisms	4/12	0.2489208320994016	0.9999963891873126	0	0	1.8177179962894248	2.527755684276373	FZD7;NOXA1;NOXO1;CYBA
WNT5 FZD7-mediated Leishmania Damping	4/12	0.2489208320994016	0.9999963891873126	0	0	1.8177179962894248	2.527755684276373	FZD7;NOXA1;NOXO1;CYBA
Chondroitin Sulfate Biosynthesis	6/20	0.25027874412002876	0.9999963891873126	0	0	1.5581703679151475	2.1583464392106233	CSGALNACT1;CHST9;BCAN;VCAN;BGN;CHSY3
Defective C1GALT1C1 Causes TNPS	6/20	0.25027874412002876	0.9999963891873126	0	0	1.5581703679151475	2.1583464392106233	MUC16;MUC5B;MUC3A;MUC20;MUC4;MUC6
PKA-mediated Phosphorylation of CREB	6/20	0.25027874412002876	0.9999963891873126	0	0	1.5581703679151475	2.1583464392106233	PRKAR2B;PRKACG;ADCY1;CALM1;PRKACA;ADCY5
Receptor-type Tyrosine-Protein Phosphatases	6/20	0.25027874412002876	0.9999963891873126	0	0	1.5581703679151475	2.1583464392106233	SLITRK2;NTRK3;SLITRK6;SLITRK5;PPFIA4;PPFIA3
InlB-mediated Entry of Listeria Monocytogenes Into Host Cell	5/16	0.25129806813287486	0.9999963891873126	0	0	1.6525379051475084	2.282345751419337	SH3GL3;SH3KBP1;CBL;RPS27A;SH3GL2
Phospholipase C-mediated Cascade FGFR1	5/16	0.25129806813287486	0.9999963891873126	0	0	1.6525379051475084	2.282345751419337	FGF17;KL;FGF9;FGF20;FGF2
Signaling by FLT3 ITD and TKD Mutants	5/16	0.25129806813287486	0.9999963891873126	0	0	1.6525379051475084	2.282345751419337	CDKN1A;NOX4;PTPN11;GAB2;SOS1
RET Signaling	11/41	0.2580825673137319	0.9999963891873126	0	0	1.3332868757259002	1.8059046968466932	RET;GRB7;PRKACG;PIK3CD;NRTN;PTPN11;GAB2;PRKACA;GFRA3;SOS1;RAP1GAP
Insulin Receptor Signalling Cascade	14/54	0.2640315676779585	0.9999963891873126	0	0	1.2727568572756858	1.6949132626425663	KLB;KL;PDE3B;PTPN11;GAB2;FGF2;FGF17;FGF9;AKT2;FGF20;SOS1;FGFR4;FGFR3;FGFR2
Ca-dependent Events	10/37	0.26446423774205124	0.9999963891873126	0	0	1.3466996955153017	1.7911769117124217	PDE1C;PDE1B;PRKAR2B;PRKACG;PLA2G4A;ADCY1;KPNA2;PRKACA;CALM1;ADCY5
Glucagon Signaling in Metabolic Regulation	9/33	0.27102040630868085	0.9999963891873126	0	0	1.3634780589737636	1.7801039975427038	GNG2;PRKAR2B;GNG7;PRKACG;GNB3;ADCY1;PRKACA;GNG11;ADCY5
CDC42 GTPase Cycle	37/155	0.2710542510274134	0.9999963891873126	0	0	1.1406553883570136	1.4890529381678035	ARHGAP9;DOCK6;RASGRF2;ITSN1;IQGAP3;ARHGAP4;PREX2;DOCK11;ARHGAP21;ARHGAP42;ARHGAP20;ARHGAP40;TAGAP;PLEKHG4B;PAK6;STOM;PAK3;PAK5;PAK4;PLEKHG4;PLEKHG1;ARHGEF15;STARD8;CAV1;MCF2;ARHGEF19;ARHGAP29;ARAP3;CDC42BPA;ARHGAP24;DEF6;ARHGAP33;DEPDC1B;ARHGAP31;DLC1;NGEF;VAMP3
Acyl Chain Remodelling of PE	8/29	0.2777149276780762	0.9999963891873126	0	0	1.385064332139541	1.7744892017914404	PLA2G4B;PLA2G2A;MBOAT1;PLA2G3;PLA2G4A;PLAAT3;PLAAT5;PLA2R1
EPHA-mediated Growth Cone Collapse	8/29	0.2777149276780762	0.9999963891873126	0	0	1.385064332139541	1.7744892017914404	EFNA3;EPHA10;ROCK2;FYN;EPHA1;EFNA4;EPHA3;NGEF
Negative Regulation of FGFR3 Signaling	8/29	0.2777149276780762	0.9999963891873126	0	0	1.385064332139541	1.7744892017914404	FGF17;FGF9;FGF20;PTPN11;CBL;RPS27A;FGF2;FGFR3
Phosphorylation of CD3 and TCR Zeta Chains	8/29	0.2777149276780762	0.9999963891873126	0	0	1.385064332139541	1.7744892017914404	LCK;TRAC;TRBC1;CD3G;CD3E;CD3D;HLA-DQA1;HLA-DQB1
Post-translational Protein Phosphorylation	26/107	0.2801240894481645	0.9999963891873126	0	0	1.1674523007856341	1.4856094341200494	ITIH2;LAMC1;MSLN;CHRDL1;FSTL1;EVA1A;PENK;IGFBP7;APOB;CHGB;IGFBP5;SERPIND1;IGFBP3;TMEM132A;FN1;MEPE;CP;BPIFB2;IL6;TF;VCAN;HRC;MELTF;NOTUM;FBN1;PNPLA2
Transport of Small Molecules	163/724	0.28044960793992507	0.9999963891873126	0	0	1.0580367777432975	1.345146929611014	ATP8A2;STEAP4;AQP6;AQP7;AQP4;CSN3;AQP5;SLC4A3;SLC4A4;AQP3;AQP1;BEST4;PRKACG;PSMD1;SLC16A7;SLC16A8;SLC26A11;PRKACA;SLC39A4;SLC34A2;SLC30A2;SLC11A2;SLC6A14;SLC6A12;SLC6A11;ATP1B3;ATP1B1;SLC5A7;SLC9A3;SLC5A8;AZGP1;SLC5A9;SLC9A5;SCNN1D;TFR2;SLC9A7;CES3;ABCG2;CETP;SLC22A3;SLC26A1;SLC45A3;TTYH1;SLC41A2;SLC22A1;CLCNKB;LPL;SLC1A3;SLC5A1;SLC5A2;SLC6A20;SLC1A6;NALCN;SLC5A5;CYB5R2;TRPM1;PRKAR2B;LCN12;CLCA2;HMOX1;ATP6V0A4;APOB;CLCA4;GPIHBP1;TRPM4;ASIC1;ABCA1;SLC14A1;ATP8B4;SLC14A2;SLC10A6;TRPV2;CP;GNG11;CIDEC;SLC2A9;TF;FXYD3;WNK1;WNK2;TRPV4;SLCO1A2;LCN2;SLC26A7;GNB3;ACO1;SLC26A4;CALM1;FBXL5;SLC25A1;RYR1;RYR2;ABCD2;HBB;TCIRG1;VLDLR;SLC2A4;PCSK5;SLC2A6;SLC2A7;MB;SLC22A17;CA4;CSN1S1;ABCD1;SLC13A2;AMN;SLC13A3;TRPC3;SLC2A12;ABCC6;ANO9;ANO6;ABCC9;LSR;ANO4;ANO2;ANO3;TRDN;SLCO1C1;SLC7A5;ANO1;SLC7A6;SLC25A18;ASPH;ANGPTL8;CASQ2;SLC29A4;SGK3;SGK2;ATP6V1B1;SLC24A3;SLC47A1;DERL3;ATP10B;SLC3A1;ADCY1;ADCY5;LMF1;SLC25A29;PLN;GNG2;GNG7;LRRC8C;STOM;SLC17A7;RPS27A;LDLR;ATP9A;LRRC8E;SLC12A2;SLC16A1;PEX19;ATP2B4;APOBR;CLCN4;OSTM1;SLCO4C1;ATP13A4;ESYT3;ATP13A5;RHAG;SLC28A1
Iron Uptake and Transport	15/59	0.2808199595632515	0.9999963891873126	0	0	1.2396694214876034	1.5744316466416237	STEAP4;SLC11A2;TCIRG1;CP;TF;SLC22A17;TFR2;LCN2;HMOX1;ATP6V0A4;ACO1;RPS27A;FBXL5;ABCG2;ATP6V1B1
ADP Signalling Through P2Y Purinoceptor 1	7/25	0.284472544587293	0.9999963891873126	0	0	1.4138624584203605	1.777392701232429	GNA14;GNA15;GNG2;GNG7;PLA2G4A;GNB3;GNG11
Downstream Signaling of Activated FGFR3	7/25	0.284472544587293	0.9999963891873126	0	0	1.4138624584203605	1.777392701232429	FGF17;FGF9;FGF20;PTPN11;SOS1;FGF2;FGFR3
FRS-mediated FGFR2 Signaling	7/25	0.284472544587293	0.9999963891873126	0	0	1.4138624584203605	1.777392701232429	FGF17;FGF9;FGF20;PTPN11;SOS1;FGF2;FGFR2
Metabolism of Cofactors	7/25	0.284472544587293	0.9999963891873126	0	0	1.4138624584203605	1.777392701232429	DHFR;HPDL;NOS3;IDH1;ACO1;COQ8A;CALM1
Mitochondrial RNA Degradation	7/25	0.284472544587293	0.9999963891873126	0	0	1.4138624584203605	1.777392701232429	MT-ATP6;MT-ND4L;MT-ND4;MT-ND5;MT-ND2;MT-ATP8;MT-ND1
NOTCH3 Intracellular Domain Regulates Transcription	7/25	0.284472544587293	0.9999963891873126	0	0	1.4138624584203605	1.777392701232429	HEYL;KAT2B;KAT2A;WWC1;IKZF1;MAMLD1;DLGAP5
Vesicle-mediated Transport	169/752	0.28526419796841573	0.9999963891873126	0	0	1.0555767648687742	1.3240516501479929	SH3GL3;SPARC;IGHV3-23;ITSN1;HP;IGLV8-61;IGLV2-8;TUBB6;IGKV1-16;IGKV1-17;AKT2;GJA5;KIF5B;AKT3;GJA4;AP1S2;IGKV1-12;TBC1D10C;DENND5A;IGHV3-7;SH3GL2;IGHV3-30;RALGAPA2;SYTL1;IGKV1D-39;ANK2;ANK3;IGKV1D-33;ANK1;RAB31;IGKV2D-28;RAB36;COL4A2;COL4A1;AGTR1;IGKV4-1;CHMP4C;IGHV7-81;DENND6B;MASP1;RIN1;OPTN;IGLV10-54;GRIA1;SPTBN5;IGKV2D-30;IGHV4-59;RHOBTB3;TGFA;IGHV1-69;ADRB2;GNS;GJC1;SPTA1;KLC3;GRK3;IGLV1-40;IGLV1-47;IGLV6-57;IGLV2-14;IGLV1-44;IGKV3-15;IGLV2-18;PACSIN3;SFN;IGHA1;APOB;IGKV3-11;IGHA2;SPTBN1;SPTBN2;HSPA8;AMBP;FZD4;IGKV2D-40;IGHV3-11;TRAPPC5;LNPEP;IGKV1D-16;SYNJ2;SYT8;IGKV1D-12;TF;KIF18A;GJB1;IGLV1-51;GJB3;IGLV2-23;CALM1;IL7R;IGKV3-20;PICALM;DENND1C;SH3KBP1;IGHV1-2;STON1;HBB;ARRB1;IGHV4-39;CD3G;KIF12;SLC2A4;CD3D;JCHAIN;KIF19;AP1G2;IGKV2-28;IGLV7-46;TMED3;IGLC3;MAN1A1;CD36;IGLC2;YWHAG;SH3D19;DENND2A;IGKV3D-20;COPZ2;VPS37D;PLA2G4A;KIF22;IGLV4-69;IGLV5-37;F8;TRAPPC6A;IGLV3-16;KIFC2;KIFC1;IGLV3-12;EXOC5;SEC22B;PAFAH1B3;IGLV3-19;RHOQ;IGKV2-30;VAMP3;IGHV2-70;COLEC11;SEC23A;IGHV2-5;TUBAL3;IGLV3-1;CBL;IGLV3-25;IGLV3-27;FCHO1;VPS51;IGKC;IGLV5-45;IGLV3-21;IGKV1-39;IGKV1-33;RPS27A;LDLR;CLVS1;IGHV3-53;IGLC7;SORT1;EGF;IGKV5-2;IGKV1-5;TJP1;COL3A1;MYO1C;CAPZA3;SYT11;KIF26B;COL7A1;FOLR1
Epigenetic Regulation of Adipogenesis Genes by MLL3 and MLL4 Complexes	25/103	0.28729391234969087	0.9999963891873126	0	0	1.1656777154330171	1.4538909505297333	CEBPA;ACSS3;LPL;MED16;LIPE;PDK4;CD36;PHLDA1;DGAT2;ACSL1;ELOVL5;ADIPOQ;H2BC4;CIDEC;FABP4;GPAM;SCD;PLIN4;PLIN2;PPARG;THRSP;PLIN1;LPIN1;MGLL;PNPLA2
Epigenetic Regulation of Gene Expression by MLL3 and MLL4 Complexes	25/103	0.28729391234969087	0.9999963891873126	0	0	1.1656777154330171	1.4538909505297333	CEBPA;ACSS3;LPL;MED16;LIPE;PDK4;CD36;PHLDA1;DGAT2;ACSL1;ELOVL5;ADIPOQ;H2BC4;CIDEC;FABP4;GPAM;SCD;PLIN4;PLIN2;PPARG;THRSP;PLIN1;LPIN1;MGLL;PNPLA2
MLL4 and MLL3 Complexes Regulate Expression of PPARG Targets in Adipogenesis and Hepatic Steatosis	25/103	0.28729391234969087	0.9999963891873126	0	0	1.1656777154330171	1.4538909505297333	CEBPA;ACSS3;LPL;MED16;LIPE;PDK4;CD36;PHLDA1;DGAT2;ACSL1;ELOVL5;ADIPOQ;H2BC4;CIDEC;FABP4;GPAM;SCD;PLIN4;PLIN2;PPARG;THRSP;PLIN1;LPIN1;MGLL;PNPLA2
CD209 (DC-SIGN) Signaling	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	RPS6KA5;PRKACG;FYN;PAK3;PRKACA;RELB
Formation of the Ureteric Bud	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	ITGB1;RET;ROBO2;SALL1;EYA1;HOXC11
Negative Regulation of MET Activity	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	SH3GL3;SH3KBP1;HGF;CBL;RPS27A;SH3GL2
Negative Regulation of NMDA Receptor-Mediated Neuronal Transmission	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	GRIN2A;CAMK1;CALM1;GRIN2B;PPM1E;GRIN1
PI-3K Cascade FGFR1	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	FGF17;KL;FGF9;FGF20;PTPN11;FGF2
Presynaptic Function of Kainate Receptors	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	GNG2;GNG7;GRIK3;GNB3;GNG11;PLCB2
Regulation of FZD by Ubiquitination	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	RNF43;FZD4;WNT3A;RSPO1;LGR6;RPS27A
Regulation of Gene Expression in Beta Cells	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	AKT2;AKT3;HNF4G;HNF1A;FOXO1;FOXA3
SHC-mediated Cascade FGFR1	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	FGF17;KL;FGF9;FGF20;SOS1;FGF2
Signal Transduction by L1	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	ITGB1;NRP1;MAP2K1;ITGB3;ITGA5;L1CAM
Synaptic Adhesion-Like Molecules	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	GRIA1;GRIN2A;LRFN1;GRIN2B;GRIN1;GRIA4
Unblocking of NMDA Receptors, Glutamate Binding and Activation	6/21	0.29113865606369593	0.9999963891873126	0	0	1.454199535962877	1.794417724864715	GRIA1;GRIN2A;CALM1;GRIN2B;GRIN1;GRIA4
Beta Oxidation of butanoyl-CoA to acetyl-CoA	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	ECHS1;HADH
Beta Oxidation of hexanoyl-CoA to butanoyl-CoA	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	ECHS1;HADH
Chylomicron Clearance	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	APOB;LDLR
Diseases of Base Excision Repair	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	NTHL1;NEIL1
Dopamine Receptors	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	DRD1;DRD4
FasL CD95L Signaling	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	CASP10;FASLG
Free Fatty Acid Receptors	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	FFAR3;FFAR2
G2 M DNA Replication Checkpoint	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	CCNB2;PKMYT1
Hyaluronan Biosynthesis and Export	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	HAS1;HAS2
IRAK4 Deficiency (TLR5)	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	TLR10;TLR5
MET Activates PTPN11	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	HGF;PTPN11
Melanin Biosynthesis	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	OCA2;TYRP1
NOSTRIN Mediated eNOS Trafficking	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	NOS3;CAV1
NR1H2 & NR1H3 Regulate Gene Expression Linked to Gluconeogenesis	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	NRIP1;PCK1
NTRK2 Activates RAC1	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	BDNF;FYN
PTK6 Regulates Proteins Involved in RNA Processing	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	KHDRBS3;PTK6
Propionyl-CoA Catabolism	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	PCCA;PCCB
RUNX1 Regulates Expression of Components of Tight Junctions	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	TJP1;OCLN
Signaling by Membrane-Tethered Fusions of PDGFRA or PDGFRB	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	KDR;ETV6
Signalling to P38 via RIT and RIN	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	NTRK1;NGF
Sodium-coupled Sulphate, Di- and Tri-Carboxylate Transporters	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	SLC13A2;SLC13A3
The Fatty Acid Cycling Model	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	SLC25A27;UCP2
Toxicity of Botulinum Toxin Type E (botE)	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	SNAP25;SV2B
Vitamin B1 (Thiamin) Metabolism	2/5	0.29535306208269346	0.9999963891873126	0	0	2.4232730644413536	2.955384615120156	SLC25A19;SLC19A3
Activated Point Mutants of FGFR2	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	FGF17;FGF9;FGF20;FGF2;FGFR2
Biosynthesis of DHA-derived SPMs	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	HPGD;CYP2D6;CYP2E1;CYP3A4;LTC4S
FOXO-mediated Transcription of Cell Cycle Genes	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	CDKN1A;GADD45A;CAV1;KLF4;FOXO1
Hyaluronan Metabolism	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	HAS1;HYAL2;HYAL3;CHP1;HAS2
Metabolism of Nitric Oxide NOS3 Activation and Regulation	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	CYB5B;NOS3;CAV1;NMT2;CALM1
PKA Activation in Glucagon Signalling	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	PRKAR2B;PRKACG;ADCY1;PRKACA;ADCY5
Trafficking of GluR2-containing AMPA Receptors	5/17	0.2973841002608263	0.9999963891873126	0	0	1.5147297610763164	1.8369592968772606	GRIA1;GRIP1;TSPAN7;GRIP2;GRIA4
Diseases of Branched-Chain Amino Acid Catabolism	4/13	0.30244654733247595	0.9999963891873126	0	0	1.6156462585034013	1.9320717417521913	ECHS1;MCCC1;DLD;ACAT1
Nephron Development	4/13	0.30244654733247595	0.9999963891873126	0	0	1.6156462585034013	1.9320717417521913	IRX1;IRX2;WNT9B;WNT4
TICAM1-dependent Activation of IRF3 IRF7	4/13	0.30244654733247595	0.9999963891873126	0	0	1.6156462585034013	1.9320717417521913	IRF7;RPS27A;IKBKE;OPTN
Signaling by WNT in Cancer	9/34	0.3033726898431861	0.9999963891873126	0	0	1.3088553517529602	1.5611938023845433	DKK4;RNF43;PPP2R1B;FZD4;WNT3A;PPP2R5A;KREMEN2;DKK1;DKK2
Activated NTRK2 Signals Through RAS	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	NTF4;BDNF;SOS1
Activation of PUMA and Translocation to Mitochondria	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	E2F1;BBC3;TP73
Axonal Growth Inhibition (RHOA Activation)	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	RTN4R;MCF2;RTN4
MAPK1 (ERK2) Activation	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	IL6;PTPN11;IL6ST
Myoclonic Epilepsy of Lafora	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	EPM2A;GYS1;RPS27A
NR1H2 & NR1H3 Regulate Gene Expression Linked to Lipogenesis	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	SCD;FASN;NRIP1
Nef and Signal Transduction	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	LCK;ELMO1;FYN
PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	PTK6;CBL;RPS27A
ROBO Receptors Bind AKAP5	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	ROBO2;PRKACG;PRKACA
SHC-related Events Triggered by IGF1R	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	IGF2;IGF1;SOS1
Serine Biosynthesis	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	PSAT1;SERINC2;SERINC4
Sodium Proton Exchangers	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	SLC9A3;SLC9A5;SLC9A7
Sperm Motility And Taxes	3/9	0.304265920276175	0.9999963891873126	0	0	1.8175284025040574	2.1625920261330185	CATSPER2;CATSPERB;CATSPERG
